Loyalty Number,total_flights,total_distance,total_pts_acc,total_pts_red,total_cost_redeemed,months_with_flights,total_months_obs,recency_months,activity_rate,redemption_rate,h1_monthly_avg,h2_monthly_avg,activity_trend,seasonal_concentration,flights_q1,flights_q2,flights_q3,flights_q4,avg_flights_last6m,Province,Gender,Education,Salary_imputed,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,churned_formal,churned_behavioral,enrollment_date,tenure_months,loyalty_card_enc,gender_enc,enrolled_standard,churn_probability,risk_tier,risk_rank,cluster,segment
118511,4,5384,5384.0,0,0,2,24,22.0,0.0833,0.0,0.6667,0.0,-0.6667,1.0,4,0,0,0,0.0,Saskatchewan,Male,Bachelor,97148.0,Single,Star,5350.0,Standard,2014,4,2017.0,1,1,2014-04-01,56,0,0,1,0.9999,Critical,0.9928302563183368,2,Dormant High-Value
118514,8,16759,16759.0,0,0,2,24,0.0,0.0833,0.0,0.0,0.4444,0.4444,1.0,0,0,0,8,1.3333,Ontario,Female,Bachelor,61008.0,Married,Aurora,9393.97,Standard,2018,10,,0,0,2018-10-01,2,2,1,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
118612,21,30075,30075.0,0,0,9,24,0.0,0.375,0.0,0.0,1.1667,1.1667,0.6667,2,4,1,14,1.3333,Ontario,Female,College,73327.0,Married,Nova,7868.81,Standard,2017,9,,0,0,2017-09-01,15,1,1,1,0.0002,High,0.8719005795542809,1,New Engagers II
118628,47,82624,82624.0,412,74,14,24,0.0,0.5833,0.005,2.3333,1.8333,-0.5,0.3617,9,17,10,11,2.1667,Ontario,Female,High School or Below,62006.0,Married,Star,2715.69,Standard,2016,9,,0,0,2016-09-01,27,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
118632,48,84784,84784.0,463,83,18,24,0.0,0.75,0.0055,2.0,2.0,0.0,0.375,6,11,18,13,1.8333,Ontario,Female,College,74123.0,Single,Aurora,5308.25,Standard,2016,10,,0,0,2016-10-01,26,2,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
118675,40,59391,59391.0,0,0,16,24,2.0,0.6667,0.0,1.6667,1.6667,0.0,0.325,8,7,13,12,1.5,Ontario,Male,Bachelor,53925.0,Married,Nova,8708.28,Standard,2016,12,,0,0,2016-12-01,24,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
118688,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Nova Scotia,Female,Bachelor,55009.0,Married,Star,5348.3,Standard,2013,8,2016.0,1,0,2013-08-01,64,0,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
118729,9,11777,11777.0,0,0,6,24,7.0,0.25,0.0,0.0,0.5,0.5,0.4444,3,4,0,2,0.0,Quebec,Male,Bachelor,56130.0,Married,Star,2691.6,Standard,2017,9,2018.0,1,0,2017-09-01,15,0,0,1,0.0,Low,0.2349286013025034,2,Dormant High-Value
118864,38,52921,52921.0,0,0,15,24,1.0,0.625,0.0,2.1667,1.3889,-0.7778,0.4737,8,11,18,1,2.1667,Ontario,Female,College,73135.0,Married,Star,44771.3,Standard,2016,8,,0,0,2016-08-01,28,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
119009,33,52761,52761.0,0,0,13,24,2.0,0.5417,0.0,1.8333,1.2222,-0.6111,0.4242,9,14,4,6,0.5,Ontario,Male,Bachelor,74544.0,Married,Aurora,7988.51,Standard,2012,6,,0,0,2012-06-01,78,2,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
119015,14,24228,24228.0,0,0,5,24,1.0,0.2083,0.0,0.0,0.7778,0.7778,0.5,0,3,7,4,1.8333,British Columbia,Female,Bachelor,69964.0,Married,Aurora,8010.97,Standard,2018,5,,0,0,2018-05-01,7,2,1,1,0.0001,Medium,0.6197347194837785,1,New Engagers II
119135,44,62976,62976.0,1664,299,15,24,0.0,0.625,0.0264,1.8333,1.8333,0.0,0.4318,2,10,19,13,3.1667,British Columbia,Female,Bachelor,67862.0,Divorced,Star,2496.17,Standard,2013,1,,0,0,2013-01-01,71,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
119198,41,42847,64270.5,0,0,6,11,0.0,0.5455,0.0,0.0,2.2778,2.2778,0.4878,0,20,10,11,3.5,Quebec,Male,College,73135.0,Divorced,Star,2659.71,2018 Promotion,2018,4,,0,0,2018-04-01,8,0,0,0,0.0,Low,0.2349286013025034,1,New Engagers II
119200,31,44595,44595.0,1004,180,13,24,1.0,0.5417,0.0225,0.8333,1.4444,0.6111,0.3548,5,11,7,8,1.6667,British Columbia,Female,Bachelor,69835.0,Divorced,Star,3903.8,Standard,2017,5,,0,0,2017-05-01,19,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
119408,4,4900,4900.0,0,0,1,24,0.0,0.0417,0.0,0.0,0.2222,0.2222,1.0,0,0,0,4,0.6667,British Columbia,Female,College,73135.0,Single,Star,4760.94,Standard,2018,11,,0,0,2018-11-01,1,0,1,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
119460,28,37174,37174.0,696,125,14,24,0.0,0.5833,0.0187,1.3333,1.1111,-0.2222,0.3571,7,10,3,8,0.6667,British Columbia,Female,Doctor,297762.0,Married,Aurora,8047.41,Standard,2016,1,,0,0,2016-01-01,35,2,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
119488,33,38383,38383.0,0,0,11,24,0.0,0.4583,0.0,0.0,1.8333,1.8333,0.4545,6,4,8,15,1.6667,Quebec,Female,College,73135.0,Single,Star,4108.26,Standard,2017,6,,0,0,2017-06-01,18,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
119519,32,56036,56036.0,1444,260,14,24,0.0,0.5833,0.0258,0.8333,1.5,0.6667,0.3438,6,7,11,8,1.1667,Manitoba,Female,Bachelor,81276.0,Married,Nova,4874.67,Standard,2013,7,,0,0,2013-07-01,65,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
119633,32,44471,44471.0,753,136,14,24,0.0,0.5833,0.0169,1.8333,1.1667,-0.6666,0.3438,8,10,3,11,1.6667,Newfoundland,Male,Bachelor,53166.0,Married,Aurora,7256.58,Standard,2014,3,,0,0,2014-03-01,57,2,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
119634,60,103649,155473.5,0,0,8,11,1.0,0.7273,0.0,0.0,3.3333,3.3333,0.4333,5,23,26,6,5.3333,Saskatchewan,Female,Master,114838.0,Divorced,Star,2300.69,2018 Promotion,2018,3,,0,0,2018-03-01,9,0,1,0,0.0,Low,0.2349286013025034,0,New Engagers
119638,53,67196,100794.0,0,0,4,11,4.0,0.3636,0.0,0.0,2.9444,2.9444,0.6792,1,16,36,0,6.0,British Columbia,Female,College,73327.0,Single,Nova,6409.63,2018 Promotion,2018,2,,0,0,2018-02-01,10,1,1,0,0.0002,High,0.8719005795542809,0,New Engagers
119690,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Manitoba,Female,Bachelor,72225.0,Divorced,Star,9837.51,Standard,2018,7,,0,0,2018-07-01,5,0,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
119731,42,70209,70209.0,2071,373,14,24,2.0,0.5833,0.0295,1.8333,1.7222,-0.1111,0.3095,5,12,13,12,1.3333,Ontario,Female,Bachelor,66055.0,Single,Nova,10103.66,Standard,2014,12,,0,0,2014-12-01,48,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
119837,37,60609,60609.0,1813,326,14,24,0.0,0.5833,0.0299,1.5,1.5556,0.0556,0.4324,5,9,16,7,2.0,British Columbia,Male,College,73135.0,Single,Star,4774.75,Standard,2014,12,,0,0,2014-12-01,48,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
119845,40,41995,41995.0,336,60,14,24,1.0,0.5833,0.008,2.3333,1.4444,-0.8889,0.375,11,10,15,4,1.6667,Quebec,Female,Bachelor,65690.0,Married,Star,2588.86,Standard,2014,2,,0,0,2014-02-01,58,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
119917,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Ontario,Male,High School or Below,62283.0,Married,Nova,3508.57,Standard,2014,5,2015.0,1,0,2014-05-01,55,1,0,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
119997,49,71163,71163.0,1221,220,17,24,0.0,0.7083,0.0172,2.3333,1.9444,-0.3889,0.3265,6,11,16,16,3.0,Yukon,Male,Bachelor,50013.0,Divorced,Star,2514.28,Standard,2017,1,,0,0,2017-01-01,23,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
120046,18,26202,26202.0,1339,241,8,24,0.0,0.3333,0.0511,0.0,1.0,1.0,0.6111,3,3,1,11,1.0,New Brunswick,Female,Bachelor,56411.0,Married,Star,4314.17,Standard,2017,7,,0,0,2017-07-01,17,0,1,1,0.0002,High,0.8719005795542809,1,New Engagers II
120126,26,45865,45865.0,1010,182,11,24,0.0,0.4583,0.022,0.0,1.4444,1.4444,0.4615,4,4,12,6,2.0,Ontario,Male,College,74123.0,Divorced,Aurora,8098.97,Standard,2017,8,,0,0,2017-08-01,16,2,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
120140,39,60028,60028.0,1044,188,15,24,0.0,0.625,0.0174,2.1667,1.4444,-0.7223,0.3846,10,15,8,6,0.6667,Quebec,Male,Bachelor,58623.0,Married,Nova,6721.89,Standard,2015,3,,0,0,2015-03-01,45,1,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
120164,48,64048,64048.0,1095,197,16,24,2.0,0.6667,0.0171,1.5,2.1667,0.6667,0.3958,8,10,19,11,2.6667,New Brunswick,Female,College,73327.0,Single,Nova,13024.13,Standard,2014,9,,0,0,2014-09-01,51,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
120192,39,55642,55642.0,1266,228,14,24,1.0,0.5833,0.0228,1.3333,1.7222,0.3889,0.3077,7,12,10,10,1.6667,British Columbia,Female,Bachelor,65324.0,Married,Aurora,9701.03,Standard,2013,3,,0,0,2013-03-01,69,2,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
120206,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,British Columbia,Male,Bachelor,104968.0,Married,Star,8819.02,Standard,2014,6,2016.0,1,0,2014-06-01,54,0,0,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
120393,38,57003,57003.0,1545,278,11,24,0.0,0.4583,0.0271,1.0,1.7778,0.7778,0.3947,9,1,15,13,2.3333,Quebec,Female,High School or Below,80919.0,Single,Star,2453.57,Standard,2016,3,,0,0,2016-03-01,33,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
120434,23,29858,29858.0,1135,205,9,24,0.0,0.375,0.038,0.8333,1.0,0.1667,0.3478,3,8,6,6,0.6667,Ontario,Female,Bachelor,97949.0,Married,Aurora,7611.95,Standard,2017,5,,0,0,2017-05-01,19,2,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
120554,30,51751,51751.0,1733,312,14,24,0.0,0.5833,0.0335,1.0,1.3333,0.3333,0.4,5,12,5,8,0.8333,Quebec,Male,College,73327.0,Single,Nova,4055.4,Standard,2013,11,,0,0,2013-11-01,61,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
120583,41,63078,63078.0,1302,235,17,24,0.0,0.7083,0.0206,2.8333,1.3333,-1.5,0.3171,11,9,13,8,1.8333,British Columbia,Male,College,74123.0,Single,Aurora,7539.6,Standard,2012,8,,0,0,2012-08-01,76,2,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
120594,50,75531,75531.0,1609,290,18,24,3.0,0.75,0.0213,2.0,2.1111,0.1111,0.34,10,17,16,7,1.5,British Columbia,Female,Bachelor,62537.0,Married,Star,5994.23,Standard,2016,5,,0,0,2016-05-01,31,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
120613,29,45828,45828.0,1552,279,11,24,0.0,0.4583,0.0339,0.8333,1.3333,0.5,0.4138,7,6,4,12,1.6667,Quebec,Female,College,73135.0,Single,Star,4466.1,Standard,2018,12,,0,0,2018-12-01,0,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
120635,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Quebec,Female,Bachelor,85848.0,Married,Nova,24636.97,Standard,2015,12,2016.0,1,0,2015-12-01,36,1,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
120799,22,28399,28399.0,914,165,11,24,0.0,0.4583,0.0322,0.0,1.2222,1.2222,0.4545,7,3,2,10,1.0,Ontario,Male,College,73135.0,Married,Star,5678.05,Standard,2017,10,,0,0,2017-10-01,14,0,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
120868,36,57393,57393.0,930,167,14,24,0.0,0.5833,0.0162,1.5,1.5,0.0,0.3333,12,4,10,10,1.6667,Quebec,Female,Bachelor,73455.0,Divorced,Nova,6862.87,Standard,2017,1,,0,0,2017-01-01,23,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
121068,39,50529,50529.0,2050,369,12,24,0.0,0.5,0.0406,1.0,1.8333,0.8333,0.4615,9,4,18,8,1.1667,British Columbia,Female,Bachelor,74123.0,Divorced,Nova,5979.72,Standard,2018,12,,0,0,2018-12-01,0,1,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
121095,40,58553,58553.0,514,93,16,24,0.0,0.6667,0.0088,1.5,1.7222,0.2222,0.4,5,7,16,12,3.0,British Columbia,Female,Bachelor,69278.0,Married,Star,5148.65,Standard,2014,3,,0,0,2014-03-01,57,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
121139,35,51947,51947.0,1262,227,13,24,2.0,0.5417,0.0243,1.5,1.4444,-0.0556,0.3429,12,10,6,7,0.6667,British Columbia,Female,Bachelor,76456.0,Married,Aurora,14435.67,Standard,2016,6,,0,0,2016-06-01,30,2,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
121183,55,79828,79828.0,0,0,17,24,0.0,0.7083,0.0,2.0,2.3889,0.3889,0.2909,16,11,16,12,3.0,Quebec,Female,Bachelor,53016.0,Single,Star,7427.5,Standard,2014,5,,0,0,2014-05-01,55,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
121236,7,10757,10757.0,1027,185,4,24,13.0,0.1667,0.0955,0.3333,0.2778,-0.0555,0.5714,0,2,1,4,0.0,British Columbia,Female,Bachelor,95061.0,Married,Star,4984.62,Standard,2017,3,2017.0,1,0,2017-03-01,21,0,1,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
121351,11,14671,22006.5,0,0,3,11,7.0,0.2727,0.0,0.0,0.6111,0.6111,0.7273,3,8,0,0,0.0,Ontario,Female,Bachelor,63228.0,Divorced,Aurora,28421.57,2018 Promotion,2018,3,2018.0,1,0,2018-03-01,9,2,1,0,0.0002,High,0.8719005795542809,2,Dormant High-Value
121410,60,93487,93487.0,1915,344,20,24,0.0,0.8333,0.0205,2.8333,2.3889,-0.4444,0.3,14,17,18,11,2.5,Quebec,Male,Bachelor,65986.0,Married,Nova,3781.69,Standard,2014,4,,0,0,2014-04-01,56,1,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
121469,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Ontario,Male,Bachelor,88160.0,Married,Aurora,5890.53,Standard,2013,10,2014.0,1,0,2013-10-01,62,2,0,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
121605,54,83847,83847.0,414,75,17,24,0.0,0.7083,0.0049,1.5,2.5,1.0,0.3519,12,12,19,11,2.8333,British Columbia,Female,Bachelor,56193.0,Single,Star,9710.29,Standard,2014,1,,0,0,2014-01-01,59,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
121710,44,59199,59199.0,1238,223,16,24,1.0,0.6667,0.0209,2.5,1.6111,-0.8889,0.3409,15,8,14,7,2.1667,Quebec,Female,Bachelor,85447.0,Married,Nova,5639.94,Standard,2014,2,,0,0,2014-02-01,58,1,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
121737,26,42546,42546.0,735,132,9,24,1.0,0.375,0.0173,0.5,1.2778,0.7778,0.3846,5,8,10,3,1.3333,Ontario,Female,Bachelor,84551.0,Single,Nova,8960.28,Standard,2016,11,,0,0,2016-11-01,25,1,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
121751,9,11918,11918.0,392,71,4,24,0.0,0.1667,0.0329,0.0,0.5,0.5,0.6667,0,0,3,6,1.5,Ontario,Male,Bachelor,83189.0,Married,Star,4743.62,Standard,2018,7,,0,0,2018-07-01,5,0,0,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
121856,18,23850,23850.0,0,0,9,24,0.0,0.375,0.0,0.1667,0.9444,0.7777,0.3333,5,4,3,6,1.3333,Saskatchewan,Male,Master,113785.0,Married,Nova,22658.54,Standard,2017,4,,0,0,2017-04-01,20,1,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
121919,24,36131,36131.0,1007,181,12,24,0.0,0.5,0.0279,0.0,1.3333,1.3333,0.375,3,7,5,9,1.5,British Columbia,Male,Bachelor,74655.0,Married,Nova,7764.27,Standard,2017,10,,0,0,2017-10-01,14,1,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
121930,3,3672,3672.0,0,0,1,24,1.0,0.0417,0.0,0.0,0.1667,0.1667,1.0,0,0,0,3,0.5,British Columbia,Male,Bachelor,58612.0,Married,Nova,10629.22,Standard,2018,10,,0,0,2018-10-01,2,1,0,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
121935,25,31699,31699.0,411,74,11,24,0.0,0.4583,0.013,1.8333,0.7778,-1.0555,0.4,7,10,6,2,0.6667,Yukon,Female,Doctor,299560.0,Married,Star,4878.83,Standard,2015,10,,0,0,2015-10-01,38,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
121999,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Ontario,Female,Bachelor,54894.0,Married,Nova,4298.38,Standard,2016,4,2016.0,1,0,2016-04-01,32,1,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
122009,17,27883,27883.0,775,139,8,24,0.0,0.3333,0.0278,1.3333,0.5,-0.8333,0.5882,1,10,3,3,0.3333,Quebec,Male,Bachelor,47536.0,Married,Nova,4035.68,Standard,2012,11,,0,0,2012-11-01,73,1,0,1,0.0005,Critical,0.9815677839517236,4,Loyal Frequent Fliers
122020,50,72853,72853.0,3969,714,19,24,0.0,0.7917,0.0545,1.6667,2.2222,0.5555,0.3,13,8,14,15,2.0,Ontario,Male,Bachelor,56759.0,Divorced,Nova,7822.3,Standard,2015,9,,0,0,2015-09-01,39,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
122049,39,60575,60575.0,757,136,13,24,0.0,0.5417,0.0125,1.3333,1.7222,0.3889,0.359,3,12,14,10,2.5,British Columbia,Female,Master,101393.0,Married,Nova,3794.96,Standard,2012,7,,0,0,2012-07-01,77,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
122094,26,30818,30818.0,1251,225,11,24,0.0,0.4583,0.0406,1.1667,1.0556,-0.1111,0.5,6,3,13,4,1.3333,British Columbia,Male,Bachelor,67059.0,Married,Star,2726.39,Standard,2014,10,,0,0,2014-10-01,50,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
122166,36,55983,55983.0,875,158,11,24,0.0,0.4583,0.0156,2.0,1.3333,-0.6667,0.5278,2,19,9,6,0.5,Ontario,Female,Bachelor,73218.0,Married,Star,5737.23,Standard,2016,8,,0,0,2016-08-01,28,0,1,1,0.0002,High,0.8719005795542809,4,Loyal Frequent Fliers
122173,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Ontario,Female,Bachelor,82761.0,Married,Nova,16973.74,Standard,2012,10,,0,0,2012-10-01,74,1,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
122206,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Ontario,Female,Bachelor,68546.0,Single,Nova,2771.05,Standard,2014,10,2015.0,1,0,2014-10-01,50,1,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
122283,28,50647,50647.0,1558,281,10,24,3.0,0.4167,0.0308,1.0,1.2222,0.2222,0.3571,3,5,10,10,1.1667,Ontario,Male,Bachelor,74727.0,Married,Aurora,10899.3,Standard,2015,5,,0,0,2015-05-01,43,2,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
122357,28,44436,44436.0,0,0,12,24,0.0,0.5,0.0,1.8333,0.9444,-0.8889,0.3571,5,10,8,5,1.3333,Quebec,Female,Bachelor,89345.0,Married,Star,22399.13,Standard,2013,5,,0,0,2013-05-01,67,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
122456,38,64912,64912.0,777,140,15,24,0.0,0.625,0.012,0.6667,1.8889,1.2222,0.4474,2,6,13,17,2.1667,Alberta,Male,Bachelor,102601.0,Married,Star,6915.73,Standard,2017,2,,0,0,2017-02-01,22,0,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
122517,4,6476,6476.0,0,0,1,24,21.0,0.0417,0.0,0.6667,0.0,-0.6667,1.0,4,0,0,0,0.0,British Columbia,Female,Bachelor,91030.0,Married,Star,5166.19,Standard,2016,7,2017.0,1,1,2016-07-01,29,0,1,1,0.9999,Critical,0.9928302563183368,2,Dormant High-Value
122519,41,91692,137538.0,733,132,6,11,2.0,0.5455,0.0053,0.0,2.2778,2.2778,0.439,2,13,18,8,4.3333,Nova Scotia,Male,Bachelor,49927.0,Married,Star,30081.37,2018 Promotion,2018,3,,0,0,2018-03-01,9,0,0,0,0.0,Low,0.2349286013025034,0,New Engagers
122545,27,37557,37557.0,921,166,12,24,0.0,0.5,0.0245,0.0,1.5,1.5,0.3333,5,8,9,5,1.8333,Ontario,Female,College,73327.0,Single,Nova,9490.41,Standard,2017,6,,0,0,2017-06-01,18,1,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
122561,13,20844,20844.0,0,0,4,24,0.0,0.1667,0.0,0.0,0.7222,0.7222,0.6923,0,0,4,9,2.1667,Ontario,Male,Bachelor,97537.0,Divorced,Nova,8972.14,Standard,2018,6,,0,0,2018-06-01,6,1,0,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
122577,33,48523,48523.0,585,105,12,24,0.0,0.5,0.0121,1.3333,1.3889,0.0556,0.4545,4,15,6,8,1.0,Nova Scotia,Male,Bachelor,62063.0,Married,Nova,3791.55,Standard,2014,11,,0,0,2014-11-01,49,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
122685,33,53257,53257.0,795,143,13,24,0.0,0.5417,0.0149,1.5,1.3333,-0.1667,0.3939,5,11,4,13,1.6667,Ontario,Female,Bachelor,78434.0,Married,Nova,3314.55,Standard,2016,10,,0,0,2016-10-01,26,1,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
122797,58,91964,137946.0,0,0,6,11,1.0,0.5455,0.0,0.0,3.2222,3.2222,0.5172,0,24,30,4,5.6667,Ontario,Male,Bachelor,59374.0,Divorced,Aurora,5946.67,2018 Promotion,2018,4,,0,0,2018-04-01,8,2,0,0,0.0001,Medium,0.6197347194837785,0,New Engagers
122858,9,12097,12097.0,350,63,5,24,0.0,0.2083,0.0289,0.0,0.5,0.5,0.6667,0,0,3,6,1.5,Quebec,Female,Bachelor,62259.0,Married,Nova,3746.75,Standard,2018,5,,0,0,2018-05-01,7,1,1,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
122890,41,63795,63795.0,457,82,14,24,0.0,0.5833,0.0072,2.6667,1.3889,-1.2778,0.4146,4,17,8,12,1.6667,Alberta,Female,Bachelor,64760.0,Married,Nova,7785.0,Standard,2015,2,,0,0,2015-02-01,46,1,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
122946,28,36462,36462.0,0,0,11,24,4.0,0.4583,0.0,1.5,1.0556,-0.4444,0.3929,8,11,4,5,0.6667,Ontario,Male,Bachelor,101984.0,Married,Nova,5505.69,Standard,2017,1,,0,0,2017-01-01,23,1,0,1,0.0001,Medium,0.6197347194837785,1,New Engagers II
122958,59,89490,89490.0,1631,293,20,24,0.0,0.8333,0.0182,3.1667,2.2222,-0.9445,0.339,12,13,14,20,2.6667,Nova Scotia,Male,Bachelor,49512.0,Married,Star,4430.57,Standard,2016,6,,0,0,2016-06-01,30,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
123060,51,92298,92298.0,423,76,17,24,1.0,0.7083,0.0046,2.1667,2.1111,-0.0556,0.3137,9,16,14,12,1.5,Ontario,Male,Doctor,58178.0,Divorced,Nova,5010.45,Standard,2018,12,,0,0,2018-12-01,0,1,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
123083,48,68460,68460.0,770,139,17,24,0.0,0.7083,0.0112,2.0,2.0,0.0,0.3333,10,16,13,9,2.0,Ontario,Male,Bachelor,81518.0,Divorced,Star,5548.03,Standard,2016,8,,0,0,2016-08-01,28,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
123094,24,33723,33723.0,337,61,8,24,0.0,0.3333,0.01,0.0,1.3333,1.3333,0.4167,3,9,10,2,2.0,British Columbia,Female,Bachelor,92223.0,Married,Star,4103.85,Standard,2018,1,,0,0,2018-01-01,11,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
123115,29,27967,27967.0,2398,432,12,24,0.0,0.5,0.0857,0.8333,1.3333,0.5,0.3103,9,6,7,7,1.3333,British Columbia,Female,Bachelor,78830.0,Married,Star,8646.5,Standard,2012,8,,0,0,2012-08-01,76,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
123151,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Saskatchewan,Female,College,73327.0,Married,Nova,21578.86,Standard,2014,6,2015.0,1,0,2014-06-01,54,1,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
123164,38,50607,50607.0,467,84,13,24,0.0,0.5417,0.0092,1.1667,1.7222,0.5555,0.3158,12,7,12,7,2.1667,British Columbia,Female,College,73327.0,Married,Nova,5619.69,Standard,2015,9,,0,0,2015-09-01,39,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
123344,32,46876,46876.0,2578,463,14,24,0.0,0.5833,0.055,1.3333,1.3333,0.0,0.4062,8,5,6,13,1.5,Ontario,Male,Bachelor,85880.0,Married,Aurora,9102.9,Standard,2016,10,,0,0,2016-10-01,26,2,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
123393,32,50142,50142.0,0,0,12,24,0.0,0.5,0.0,0.6667,1.5556,0.8889,0.3125,5,7,10,10,2.5,British Columbia,Female,Bachelor,100776.0,Married,Aurora,5963.82,Standard,2013,9,,0,0,2013-09-01,63,2,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
