Loyalty Number,months_with_flights,total_flights,total_distance,total_pts_acc,total_pts_red
390350,16,43,64900,64900.0,0
390377,4,6,9354,9354.0,0
390434,17,58,69312,69312.0,993
390435,11,24,31545,31545.0,1929
390480,4,8,13216,13216.0,0
390546,13,39,54846,54846.0,851
390562,0,0,0,0.0,0
390651,0,0,0,0.0,0
390719,0,0,0,0.0,0
390874,14,37,52606,52606.0,1137
390880,13,34,52564,52564.0,0
390911,14,46,65316,65316.0,1082
390924,3,10,16752,16752.0,0
390974,19,48,82447,82447.0,1190
390980,9,29,44411,44411.0,1439
391034,13,40,59317,59317.0,452
391091,0,0,0,0.0,0
391106,10,20,20659,20659.0,608
391313,8,22,23932,23932.0,1416
391357,7,18,21941,21941.0,0
391397,11,27,37496,37496.0,857
391402,10,39,61460,61460.0,0
391509,11,30,47608,47608.0,1782
391542,13,42,63143,63143.0,864
391557,4,11,17456,17456.0,440
391564,17,44,62610,62610.0,534
391611,13,44,63815,63815.0,1554
391673,13,39,54903,54903.0,1061
391761,14,29,41415,41415.0,2315
391861,11,34,47143,47143.0,1031
391900,8,25,42016,42016.0,0
391927,18,45,69548,69548.0,2557
391939,14,29,45029,45029.0,1890
392098,12,32,47051,47051.0,1162
392206,17,43,65052,65052.0,539
392235,14,39,56551,56551.0,2161
392335,13,39,60433,60433.0,0
392402,13,40,59995,59995.0,1289
392430,13,33,46880,46880.0,374
392558,0,0,0,0.0,0
392575,10,27,37847,37847.0,884
392582,14,45,68736,68736.0,445
392619,11,28,41080,41080.0,1366
392682,4,14,10076,10076.0,0
392713,1,3,6747,6747.0,0
392774,18,50,66187,66187.0,353
392781,0,0,0,0.0,0
392785,13,41,55261,55261.0,0
392802,17,46,82582,82582.0,2713
392953,10,20,34627,34627.0,2676
392989,3,8,9695,9695.0,0
393101,2,5,11737,11737.0,0
393130,2,3,3725,3725.0,0
393206,10,21,24158,24158.0,341
393309,16,36,53303,53303.0,1141
393329,3,5,7726,7726.0,396
393380,17,43,71337,71337.0,523
393403,12,27,36630,36630.0,840
393565,12,25,32471,32471.0,487
393604,7,19,36906,36906.0,1151
393806,13,35,55588,55588.0,1024
393853,17,49,81269,81269.0,2003
393888,11,20,32027,32027.0,832
393975,0,0,0,0.0,0
394078,7,21,34374,34374.0,0
394167,16,36,51731,51731.0,1583
394195,0,0,0,0.0,0
394196,5,15,11685,11685.0,0
394200,0,0,0,0.0,0
394213,6,10,14446,14446.0,687
394248,15,37,53759,53759.0,938
394321,16,32,43644,43644.0,1022
394363,3,8,8488,8488.0,0
394454,17,41,54995,54995.0,1035
394569,1,3,3624,3624.0,0
394715,16,49,69518,69518.0,435
394806,18,48,57073,57073.0,1106
394812,12,36,52226,52226.0,1358
394927,8,21,34295,34295.0,2527
394941,15,44,77028,77028.0,975
394946,3,9,9383,9383.0,570
394979,11,34,63439,63439.0,760
395026,17,59,85200,85200.0,2288
395121,12,28,40399,40399.0,394
395168,11,30,54691,54691.0,0
395189,0,0,0,0.0,0
395300,0,0,0,0.0,0
395324,13,39,50323,50323.0,1585
395384,11,27,37719,37719.0,0
395446,4,11,15729,15729.0,848
395460,13,40,62296,62296.0,1075
395511,11,35,58188,58188.0,394
395512,0,0,0,0.0,0
395525,13,37,64197,64197.0,1098
395622,15,49,72942,72942.0,1393
395639,18,55,100977,100977.0,2514
395871,11,34,52638,52638.0,0
395887,19,46,60650,60650.0,2268
395912,15,41,56709,56709.0,1809
395962,3,10,12747,12747.0,0
396018,13,35,54101,54101.0,1312
396048,1,4,6728,6728.0,364
396155,15,39,64313,64313.0,547
396267,16,46,83557,83557.0,1091
396446,15,31,40487,40487.0,483
396471,15,41,55903,55903.0,986
396726,13,25,44921,44921.0,938
396863,9,20,32908,32908.0,0
396867,3,4,6274,6274.0,0
396920,16,42,63676,63676.0,2646
396984,13,28,36634,36634.0,1457
396996,15,47,86198,86198.0,570
396997,15,48,66529,66529.0,1274
396998,10,26,22225,22225.0,376
397053,14,38,56218,56218.0,1013
397065,9,20,32660,32660.0,1028
397099,2,5,9955,9955.0,0
397104,9,22,32598,32598.0,521
397141,14,38,53349,53349.0,382
397242,6,18,30183,30183.0,410
397248,16,39,61786,61786.0,0
397272,0,0,0,0.0,0
397376,0,0,0,0.0,0
397377,11,26,37616,37616.0,2102
397480,18,56,82865,82865.0,1171
397518,7,16,27719,27719.0,0
397533,13,36,51827,51827.0,974
397706,13,33,40540,40540.0,994
397787,6,15,29115,29115.0,0
397817,18,45,67532,67532.0,571
397820,16,41,63351,63351.0,0
397848,0,0,0,0.0,0
397891,0,0,0,0.0,0
397934,7,15,22960,22960.0,487
397947,13,46,66714,66714.0,1144
397962,0,0,0,0.0,0
398074,0,0,0,0.0,0
398086,15,48,57222,57222.0,592
398305,6,65,129890,194835.0,979
398351,19,57,81513,81513.0,823
398506,16,44,62736,62736.0,1648
398535,3,33,33165,49747.5,725
398586,12,34,64176,64176.0,0
398603,17,51,71276,71276.0,1471
398611,15,49,66436,66436.0,522
398655,2,26,35192,52788.0,0
398819,13,38,59010,59010.0,727
398839,17,47,72578,72578.0,624
398846,9,23,45220,45220.0,1994
398924,13,44,55456,55456.0,2236
398965,13,42,64100,64100.0,420
399065,15,43,68822,68822.0,1625
399101,4,13,24697,24697.0,653
399214,15,48,58546,58546.0,1816
399251,17,53,86970,86970.0,835
399372,13,32,51859,51859.0,1222
399379,12,31,47374,47374.0,1419
399397,14,41,63019,63019.0,2109
399417,15,50,83226,83226.0,1103
399418,13,39,63948,63948.0,437
399514,5,13,20289,20289.0,486
399555,4,28,41180,61770.0,862
399575,16,47,74698,74698.0,572
399666,6,22,24782,24782.0,0
399670,15,35,62225,62225.0,2492
399678,13,32,42460,42460.0,1777
399704,10,31,51265,51265.0,482
399917,0,0,0,0.0,0
399943,17,50,76053,76053.0,446
399973,11,32,49067,49067.0,594
399982,12,35,40897,40897.0,689
400030,13,27,33138,33138.0,1135
400079,14,34,43278,43278.0,3277
400181,16,44,58270,58270.0,1239
400224,13,39,55902,55902.0,0
400265,16,31,50236,50236.0,0
400272,10,26,35492,35492.0,0
400313,14,48,68837,68837.0,699
400392,18,42,69000,69000.0,0
400404,8,25,34071,34071.0,1196
400470,16,42,56419,56419.0,1862
400478,4,9,14764,14764.0,0
400486,15,45,71759,71759.0,506
400513,0,0,0,0.0,0
400600,5,60,72478,108717.0,0
400702,12,33,50989,50989.0,1993
400802,13,39,54805,54805.0,697
400844,0,0,0,0.0,0
400873,0,0,0,0.0,0
400958,13,37,57528,57528.0,878
400979,15,42,62390,62390.0,1454
400985,17,40,77846,77846.0,576
401007,11,30,39111,39111.0,2081
401036,14,39,45214,45214.0,1353
401055,9,25,40593,40593.0,468
401060,10,21,23236,23236.0,1150
401062,6,13,17565,17565.0,1279
401101,15,39,57499,57499.0,1555
401336,14,38,49895,49895.0,437
401350,2,6,8774,8774.0,461
401422,5,40,54390,81585.0,531
401424,6,18,20873,20873.0,507
401454,22,57,81907,81907.0,769
401645,16,48,67071,67071.0,0
401710,11,24,30589,30589.0,0
401722,13,39,45564,45564.0,1388
401760,16,35,61421,61421.0,1823
401766,14,38,48699,48699.0,1422
401769,18,46,66719,66719.0,1899
401824,14,38,59109,59109.0,844
401834,14,39,61507,61507.0,1236
401857,13,38,55423,55423.0,1081
401858,6,12,19175,19175.0,353
401859,14,40,57756,57756.0,912
401943,0,0,0,0.0,0
401956,11,29,41219,41219.0,516
402034,14,34,60165,60165.0,890
402052,12,33,41398,41398.0,2052
402082,12,37,37203,37203.0,0
402136,0,0,0,0.0,0
402177,1,5,9135,9135.0,0
402251,9,24,36981,36981.0,375
402332,13,31,44094,44094.0,0
402390,1,2,2646,3969.0,0
402624,0,0,0,0.0,0
402638,9,23,30958,30958.0,0
402697,17,44,88123,88123.0,1970
402706,12,40,59131,59131.0,0
402918,10,31,36142,36142.0,655
402964,14,36,70594,70594.0,736
402966,7,11,24613,24613.0,0
403052,4,13,18894,18894.0,1164
403118,15,33,55031,55031.0,0
403185,11,35,61156,61156.0,0
403258,0,0,0,0.0,0
403282,12,28,38595,38595.0,0
403361,7,19,21288,21288.0,0
403463,1,2,3008,3008.0,0
403473,13,21,33516,33516.0,1259
403500,17,47,69495,69495.0,1743
403507,14,41,57217,57217.0,1447
403529,0,0,0,0.0,0
403675,13,27,41265,41265.0,0
403764,3,7,13932,13932.0,0
403856,6,49,86283,129424.5,0
403893,12,34,58318,58318.0,1163
404011,16,28,47565,47565.0,459
404012,2,9,9429,9429.0,0
404106,16,46,75893,75893.0,1608
404233,11,35,43845,43845.0,1560
404314,15,40,49455,49455.0,884
404339,10,23,28749,28749.0,388
404417,15,37,54257,54257.0,0
404426,12,25,41905,41905.0,1445
404431,13,36,46074,46074.0,1467
404434,18,45,65916,65916.0,1621
404475,15,40,56647,56647.0,1143
404720,14,41,54932,54932.0,1077
404742,14,47,70020,70020.0,0
404801,5,12,13380,13380.0,403
404805,5,16,15921,15921.0,608
404846,12,29,51437,51437.0,886
404920,12,20,24939,24939.0,1112
405030,0,0,0,0.0,0
405201,16,38,43191,43191.0,396
405318,14,36,57517,57517.0,1811
405339,16,32,42137,42137.0,1572
405351,14,36,55703,55703.0,0
405418,12,32,46601,46601.0,523
405442,17,43,57170,57170.0,1438
405465,0,0,0,0.0,0
405500,17,48,66797,66797.0,673
405597,12,28,39153,39153.0,1185
405602,7,42,72452,108678.0,0
405698,6,19,26773,26773.0,1774
405699,13,39,60071,60071.0,511
405735,14,31,47095,47095.0,1541
405739,9,23,39317,39317.0,2756
405740,0,0,0,0.0,0
405768,7,20,30702,30702.0,0
405804,16,44,63873,63873.0,361
405928,17,43,66122,66122.0,0
406047,18,42,61702,61702.0,399
406099,2,8,13410,13410.0,0
406176,12,30,44822,44822.0,640
406252,6,42,63472,95208.0,661
406254,13,41,60045,60045.0,1158
406287,5,12,21350,21350.0,0
406294,17,39,57992,57992.0,3352
406367,4,10,13861,13861.0,374
406369,5,27,25877,38815.5,0
406373,13,44,58069,58069.0,1418
406411,18,50,65171,65171.0,1788
406564,13,31,44954,44954.0,491
406574,16,44,80668,80668.0,617
406810,14,47,65598,65598.0,1808
406988,0,0,0,0.0,0
407008,2,2,4097,4097.0,0
407032,15,39,52982,52982.0,1748
407119,15,37,63895,63895.0,781
407173,15,33,39418,39418.0,1008
407233,0,0,0,0.0,0
407238,14,34,44725,44725.0,1065
407305,18,47,62059,62059.0,896
407340,15,38,53935,53935.0,409
407377,13,45,67707,67707.0,1855
407404,0,0,0,0.0,0
407411,16,37,55822,55822.0,0
407433,13,41,58458,58458.0,1091
407468,11,22,33191,33191.0,371
407478,4,8,12095,12095.0,0
407641,0,0,0,0.0,0
407648,0,0,0,0.0,0
407768,13,29,35251,35251.0,1356
407798,13,33,51512,51512.0,928
407924,0,0,0,0.0,0
407933,13,35,52083,52083.0,446
407945,18,49,89236,89236.0,1053
407999,17,44,77889,77889.0,1333
408047,18,52,73626,73626.0,630
408091,6,18,28111,28111.0,459
408134,5,14,25186,25186.0,0
408170,0,0,0,0.0,0
408259,13,38,62539,62539.0,575
408309,12,27,35344,35344.0,629
408347,4,13,26625,26625.0,0
408378,3,8,11536,11536.0,0
408468,4,12,19978,19978.0,0
408493,10,22,38527,38527.0,545
408500,13,33,59334,59334.0,0
408561,17,48,78877,78877.0,1563
408651,17,42,52432,52432.0,625
408838,10,27,46193,46193.0,944
408863,15,37,65482,65482.0,0
408886,15,45,64912,64912.0,1048
408915,2,3,3039,3039.0,0
408931,18,47,57009,57009.0,1679
408990,13,42,57362,57362.0,646
409051,14,39,61992,61992.0,1229
409102,15,34,53263,53263.0,1253
409156,14,36,54319,54319.0,792
409174,3,11,25624,25624.0,0
409454,16,43,71732,71732.0,901
409512,11,28,53771,53771.0,1022
409603,11,31,37685,37685.0,548
409684,13,36,49679,49679.0,0
409741,17,47,66307,66307.0,0
409768,2,5,9886,9886.0,0
409798,12,34,48966,48966.0,1574
409908,16,44,62777,62777.0,746
409914,13,34,56557,56557.0,420
409951,17,56,89920,89920.0,435
409984,4,38,69940,104910.0,0
409989,2,9,13753,13753.0,449
410202,15,37,52825,52825.0,712
410209,15,41,58468,58468.0,1561
410218,15,45,74510,74510.0,1854
410341,16,50,78748,78748.0,518
410343,6,14,12578,12578.0,0
410347,16,43,53124,53124.0,1971
410373,0,0,0,0.0,0
410384,15,39,56767,56767.0,1636
410460,7,17,30145,30145.0,543
410544,15,40,61098,61098.0,564
410552,14,32,42159,42159.0,456
410558,14,38,54944,54944.0,1952
410702,15,41,59154,59154.0,356
410790,17,42,66410,66410.0,1344
410921,17,42,59799,59799.0,487
410938,13,43,68424,68424.0,1056
410958,2,7,4484,4484.0,0
410963,15,38,55266,55266.0,0
410982,15,42,62797,62797.0,2156
411030,4,5,8780,8780.0,0
411094,13,39,56084,56084.0,1459
411116,9,27,42384,42384.0,413
411204,15,47,60010,60010.0,1084
411242,0,0,0,0.0,0
411272,2,4,4368,4368.0,0
411296,6,63,93466,140199.0,0
411298,16,45,68761,68761.0,1991
411365,1,2,4162,4162.0,0
411420,14,49,64020,64020.0,1364
411523,27,79,102332,102332.0,2098
411533,15,50,71796,71796.0,533
411583,14,42,66666,66666.0,1474
411586,18,45,73034,73034.0,791
411651,0,0,0,0.0,0
411686,13,34,50518,50518.0,0
411690,15,41,55710,55710.0,1276
411715,3,12,21664,21664.0,0
411734,7,18,26433,26433.0,0
411744,11,33,52773,52773.0,764
411876,16,46,58342,58342.0,1302
411897,11,30,39851,39851.0,1495
412024,17,40,58604,58604.0,1015
412133,14,42,54704,54704.0,989
412186,19,59,84821,84821.0,522
412203,13,35,52715,52715.0,0
412284,10,24,38994,38994.0,445
412362,0,0,0,0.0,0
412394,16,52,80944,80944.0,1847
412402,16,42,71218,71218.0,1223
412429,8,22,30421,30421.0,580
412480,3,5,9846,9846.0,0
412487,14,39,58356,58356.0,0
412743,3,8,16924,16924.0,571
412793,16,34,49534,49534.0,1703
412803,14,34,56109,56109.0,962
412817,14,42,72374,72374.0,0
412854,14,41,67597,67597.0,0
412880,12,36,53325,53325.0,1117
412902,19,50,80061,80061.0,1330
412944,15,46,63018,63018.0,931
412995,13,32,49220,49220.0,0
413050,19,47,80284,80284.0,1409
413052,13,25,43987,43987.0,445
413088,15,40,56509,56509.0,1220
413101,15,45,63773,63773.0,915
413115,14,50,61004,61004.0,1479
413185,16,37,55190,55190.0,449
413243,19,48,83518,83518.0,439
413266,13,39,58395,58395.0,1115
413282,15,40,71549,71549.0,1774
413305,0,0,0,0.0,0
413330,8,21,33442,33442.0,0
413345,14,41,59930,59930.0,817
413347,10,27,32604,32604.0,472
413426,14,47,67641,67641.0,0
413445,6,14,29156,29156.0,1117
413459,15,44,69660,69660.0,1985
413620,11,28,38240,38240.0,498
413659,7,19,32617,32617.0,523
413741,12,36,60555,60555.0,1965
413798,20,53,72076,72076.0,0
413815,17,44,61113,61113.0,1761
413853,7,21,26280,26280.0,1413
413994,13,43,68095,68095.0,1699
414033,14,44,56431,56431.0,738
414157,10,25,42017,42017.0,0
414164,10,21,29631,29631.0,563
414207,14,42,60277,60277.0,353
414211,16,41,61136,61136.0,546
414239,10,31,42175,42175.0,0
414305,20,51,79078,79078.0,2606
414318,13,38,73434,73434.0,1034
414382,1,1,2110,2110.0,0
414433,13,31,55568,55568.0,606
414584,17,54,83565,83565.0,748
414661,0,0,0,0.0,0
414727,16,43,81372,81372.0,2173
414741,21,59,80386,80386.0,1955
414757,11,28,41228,41228.0,874
415067,16,39,51887,51887.0,970
415077,8,23,38104,38104.0,725
415088,8,15,14747,14747.0,522
415090,5,30,42534,63801.0,732
415148,15,45,69376,69376.0,1080
415201,4,8,12731,12731.0,1009
415292,0,0,0,0.0,0
415327,11,37,55996,55996.0,356
415332,12,33,34590,34590.0,882
415341,15,39,53764,53764.0,647
415372,13,34,48796,48796.0,851
415381,12,44,71149,71149.0,367
415402,9,24,30286,30286.0,492
415441,13,32,46404,46404.0,332
415446,2,6,4466,4466.0,374
415640,0,0,0,0.0,0
415862,14,32,41275,41275.0,1106
415896,13,35,56025,56025.0,0
415915,7,39,46413,69619.5,448
415916,15,44,63599,63599.0,1793
416091,4,16,18226,18226.0,0
416105,1,1,1761,1761.0,0
416124,17,49,59920,59920.0,2567
416127,12,23,28028,28028.0,1014
416216,12,29,49005,49005.0,1587
416575,16,32,43761,43761.0,1234
416620,1,3,6753,6753.0,0
416768,14,40,56494,56494.0,786
416783,13,28,39854,39854.0,899
416940,6,16,15363,15363.0,0
416973,16,43,56292,56292.0,1020
417001,1,1,1729,1729.0,0
417082,15,42,61806,61806.0,0
417118,15,46,78035,78035.0,1536
417240,28,74,119305,119305.0,2223
417274,7,45,72855,109282.5,638
417507,13,33,48583,48583.0,1354
417553,0,0,0,0.0,0
417564,16,24,30101,30101.0,486
417584,12,36,52014,52014.0,607
417721,0,0,0,0.0,0
417825,14,41,61012,61012.0,1059
417838,13,35,47748,47748.0,461
417841,0,0,0,0.0,0
417886,14,38,52764,52764.0,1428
417904,10,27,31624,31624.0,1011
417929,17,55,90897,90897.0,1017
418090,13,32,35705,35705.0,1550
418166,17,43,53650,53650.0,1454
418233,0,0,0,0.0,0
418281,14,42,47643,47643.0,377
418327,14,39,56434,56434.0,0
418470,9,23,37753,37753.0,492
418626,0,0,0,0.0,0
418636,5,11,17258,17258.0,0
418718,9,19,26318,26318.0,430
418753,10,29,53611,53611.0,0
418779,16,44,62929,62929.0,508
418784,2,2,2840,2840.0,0
418793,14,35,60180,60180.0,2068
418910,17,41,52306,52306.0,526
418930,12,39,57365,57365.0,341
418938,8,20,33278,33278.0,0
418958,19,48,64556,64556.0,386
418990,17,39,55845,55845.0,1233
419182,16,47,69843,69843.0,299
419237,5,19,34021,34021.0,0
419275,14,41,88191,88191.0,0
419377,17,34,53444,53444.0,1082
419491,0,0,0,0.0,0
419493,13,38,49399,49399.0,858
419522,15,48,73986,73986.0,502
419540,14,44,63207,63207.0,2649
419570,17,44,77304,77304.0,1266
419626,9,24,29619,29619.0,1987
419648,7,21,40107,40107.0,0
419661,3,7,10929,10929.0,0
419732,4,14,20642,20642.0,0
419748,14,39,55254,55254.0,361
419749,16,43,57648,57648.0,0
419758,13,38,52003,52003.0,597
419776,16,39,60620,60620.0,1800
419818,12,31,50666,50666.0,590
419893,15,40,63652,63652.0,1080
419953,14,37,60477,60477.0,890
419973,15,44,75320,75320.0,1690
420008,20,43,66035,66035.0,1378
420010,3,19,27768,41652.0,348
420126,4,14,14014,14014.0,0
420148,16,38,57776,57776.0,583
420202,5,13,24277,24277.0,1175
420204,9,28,38436,38436.0,1583
420222,16,41,71968,71968.0,2118
420243,2,3,4890,4890.0,515
420339,16,42,73425,73425.0,435
420394,13,32,39963,39963.0,637
420434,16,38,50863,50863.0,1620
420439,10,27,44740,44740.0,789
420457,16,45,60419,60419.0,587
420464,0,0,0,0.0,0
420481,13,32,55554,55554.0,1061
420488,14,36,51228,51228.0,0
420490,13,30,48279,48279.0,1794
420508,12,30,38659,38659.0,1001
420515,12,31,52142,52142.0,457
420590,9,17,29431,29431.0,1434
420627,13,35,42969,42969.0,336
420738,14,27,35042,35042.0,1389
420786,13,30,38715,38715.0,2142
420856,3,11,17925,17925.0,0
420890,6,39,55628,83442.0,542
421001,12,33,51075,51075.0,514
421191,20,54,87404,87404.0,344
421252,1,3,5994,5994.0,513
421310,1,1,892,892.0,0
421432,0,0,0,0.0,0
421458,18,54,80612,80612.0,302
421497,13,39,49812,49812.0,0
421580,15,38,52339,52339.0,1996
421691,14,42,68576,68576.0,0
421744,14,35,54555,54555.0,0
421748,14,51,80065,80065.0,0
421752,1,3,4668,4668.0,0
421822,2,3,5618,5618.0,0
421855,0,0,0,0.0,0
421923,15,43,68728,68728.0,1165
421930,8,64,91947,137920.5,0
422121,16,42,59872,59872.0,1110
422152,18,53,86464,86464.0,904
422164,4,10,17644,17644.0,771
422204,17,48,64234,64234.0,1550
422245,1,4,5940,5940.0,0
422276,15,43,64656,64656.0,1618
422320,10,18,21081,21081.0,923
422349,15,27,32318,32318.0,1745
422358,17,46,73428,73428.0,585
422398,18,55,70885,70885.0,1791
422436,4,13,21455,21455.0,0
422496,11,31,48772,48772.0,2090
422750,16,40,50197,50197.0,1733
422787,15,37,52459,52459.0,513
422803,17,45,73961,73961.0,3480
422805,12,29,41676,41676.0,2574
422989,6,13,13652,13652.0,485
423035,16,41,63284,63284.0,1797
423096,14,36,48314,48314.0,1487
423119,7,20,28565,28565.0,0
423153,9,25,33142,33142.0,0
423201,12,27,41841,41841.0,935
423228,13,44,65740,65740.0,0
423254,16,44,67098,67098.0,309
423272,17,32,45012,45012.0,351
423313,0,0,0,0.0,0
423324,4,10,8177,8177.0,0
423336,10,28,38508,38508.0,0
423409,5,38,55992,83988.0,1144
423432,15,42,73439,73439.0,619
423473,3,28,25436,38154.0,0
423598,17,48,67095,67095.0,343
423609,13,30,45437,45437.0,420
423686,16,38,48290,48290.0,425
423711,0,0,0,0.0,0
423821,14,33,38133,38133.0,646
423844,0,0,0,0.0,0
423941,17,32,59278,59278.0,1373
423978,15,41,52843,52843.0,875
424012,9,24,29377,29377.0,578
424027,0,0,0,0.0,0
424098,15,40,54914,54914.0,988
424100,9,31,48577,48577.0,1540
424126,15,37,51601,51601.0,398
424139,12,31,36262,36262.0,390
424208,14,37,49023,49023.0,473
424216,13,36,55289,55289.0,399
424270,6,15,24228,24228.0,473
424317,0,0,0,0.0,0
424337,14,37,44466,44466.0,0
424403,13,32,39578,39578.0,417
424451,1,3,6540,6540.0,0
424526,13,31,37489,37489.0,1024
424540,15,40,68276,68276.0,812
424585,1,2,2364,2364.0,0
424688,10,26,41016,41016.0,1363
424793,10,29,49566,49566.0,0
424812,13,26,43968,43968.0,2079
424837,15,42,68596,68596.0,1149
424917,12,40,57266,57266.0,556
424983,19,54,72226,72226.0,2271
425294,18,44,68759,68759.0,1072
425411,12,32,48481,48481.0,367
425436,16,46,78803,78803.0,0
425445,15,33,43255,43255.0,498
425472,16,38,63190,63190.0,1046
425477,0,0,0,0.0,0
425567,11,29,44585,44585.0,1100
425620,3,6,7195,7195.0,0
425687,3,11,16328,16328.0,0
425717,15,36,48915,48915.0,429
425720,10,27,43217,43217.0,0
425779,3,11,13436,13436.0,577
425826,1,1,2218,2218.0,0
425854,12,37,52145,52145.0,630
425940,15,44,55710,55710.0,1000
426022,0,0,0,0.0,0
426027,12,31,44096,44096.0,492
426124,10,31,50879,50879.0,1301
426141,0,0,0,0.0,0
426185,13,40,61070,61070.0,1381
426223,17,32,51418,51418.0,463
426302,7,22,29003,29003.0,0
426317,12,25,30107,30107.0,963
426351,11,32,50403,50403.0,938
426384,13,39,52854,52854.0,1124
426414,14,34,46150,46150.0,0
426429,18,50,72241,72241.0,0
426439,16,32,44762,44762.0,1003
426530,13,33,55967,55967.0,1180
426533,13,37,66394,66394.0,596
426536,15,35,54691,54691.0,1672
426698,16,36,56923,56923.0,906
426720,13,42,58329,58329.0,1237
426791,13,28,36107,36107.0,534
426958,14,37,51854,51854.0,0
426981,13,34,54474,54474.0,1500
426990,13,46,73730,73730.0,0
426994,16,43,57488,57488.0,916
427036,15,38,64849,64849.0,768
427140,12,29,44177,44177.0,330
427163,14,46,75667,75667.0,454
427177,12,36,49822,49822.0,1033
427329,12,32,45134,45134.0,316
427354,6,21,28413,28413.0,0
427358,15,38,60663,60663.0,1849
427388,4,14,11666,11666.0,0
427444,7,13,18642,18642.0,0
427733,14,36,68854,68854.0,667
427804,0,0,0,0.0,0
427919,10,37,68167,68167.0,0
427976,13,29,45141,45141.0,1898
427980,16,40,61635,61635.0,647
428020,16,43,60993,60993.0,490
428114,15,53,82705,82705.0,859
428129,16,43,67284,67284.0,1074
428130,11,26,41430,41430.0,463
428152,6,21,31934,31934.0,466
428162,14,36,51397,51397.0,0
428249,12,30,45632,45632.0,0
428305,15,36,49665,49665.0,858
428345,7,23,33257,33257.0,0
428376,13,33,45944,45944.0,919
428383,2,2,2339,2339.0,0
428402,15,33,42595,42595.0,483
428452,1,5,10745,10745.0,0
428520,9,21,30258,30258.0,0
428523,11,28,48925,48925.0,424
428526,11,31,47778,47778.0,677
428536,16,55,73491,73491.0,1129
428565,11,24,30314,30314.0,710
428590,0,0,0,0.0,0
428604,9,21,38151,38151.0,923
428649,15,38,51492,51492.0,0
428710,13,33,49101,49101.0,1728
428757,15,40,61595,61595.0,1727
428765,9,21,39140,39140.0,924
428778,6,14,22070,22070.0,390
